Applicant,LocationDescription,Address,Photo,FoodItems,Latitude,Longitude,Schedule,Location
Brazuca Grill,TEXAS ST: SIERRA ST to 22ND ST (632 - 699),640 TEXAS ST,,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.75791706,-122.3954759,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00154&ExportPDF=1&Filename=21MFF-00154_schedule.pdf,"(37.757917056690076, -122.39547585248978)"
San Pancho's Tacos,CAPITOL AVE: DE MONTFORT AVE to OCEAN AVE (1200 - 1299),1271 CAPITOL AVE,,Tacos: Burritos: Quesadillas: Tortas: Nachos: Hot Dogs:Soda: Water: Fruit Drinks,37.72429778,-122.4593773,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00044&ExportPDF=1&Filename=21MFF-00044_schedule.pdf,"(37.724297778527635, -122.45937730954839)"
Park's Catering,NAPOLEON ST: EVANS AVE \ TOLAND ST to JERROLD AVE (25 - 299),190 NAPOLEON ST,,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,37.74758628,-122.3988657,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00115&ExportPDF=1&Filename=21MFF-00115_schedule.pdf,"(37.74758627625646, -122.39886570079622)"
Natan's Catering,HARRISON ST: 26TH ST to KAMILLE CT (3000 - 3048),3040 HARRISON ST,,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.74884806,-122.412619,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00118&ExportPDF=1&Filename=21MFF-00118_schedule.pdf,"(37.748848056566345, -122.41261899465519)"
Natan's Catering,,Assessors Block 4046/Lot001,,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,37.76200846,-122.3854418,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00118&ExportPDF=1&Filename=21MFF-00118_schedule.pdf,"(37.76200845803015, -122.38544181156826)"
El Gallo Jiro,23RD ST: TREAT AVE to FOLSOM ST (3052 - 3099),3055 23RD ST,,Burritos: Giros: Tortas: Quesadillas: Tacos & Various Beverages,37.75392774,-122.4133231,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00011&ExportPDF=1&Filename=21MFF-00011_schedule.pdf,"(37.753927735726535, -122.41332312961758)"
Roadside Rotisserie Corporation / Country Grill,POST ST: MONTGOMERY ST to LICK PL (1 - 40),1 POST ST,,Rotisserie chicken: pork loin: ribs: chicken salad wrap: potatoes: roasted seasonal vegetables kale salad: beverages.,37.78877872,-122.4025746,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00138&ExportPDF=1&Filename=21MFF-00138_schedule.pdf,"(37.788778723377995, -122.40257456841074)"
San Pancho's Tacos,ALEMANY BLVD: SICKLES AVE to I-280 N ON RAMP \ REGENT ST \ SAN JOSE AVE (3101 - 3155) -- SOUTH --,3119 ALEMANY BLVD,,Tacos: Burritos: Quesadillas: Tortas: Nachos: Hot Dogs:Soda: Water: Fruit Drinks,37.71019302,-122.4552219,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00044&ExportPDF=1&Filename=21MFF-00044_schedule.pdf,"(37.71019301997575, -122.4552219061259)"
"Chairman SF, LLC",ELLIS ST: 04TH ST \ MARKET ST \ STOCKTON ST to POWELL ST (1 - 99),34 ELLIS ST,,Baos: bowls & drinks,37.78756517,-122.4095928,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00153&ExportPDF=1&Filename=21MFF-00153_schedule.pdf,"(37.78756516537884, -122.40959283347962)"
Brazuca Grill,ELM ST: FRANKLIN ST to GOUGH ST (300 - 399),368 ELM ST,,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.78138003,-122.4231438,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00154&ExportPDF=1&Filename=21MFF-00154_schedule.pdf,"(37.7813800275549, -122.42314384550635)"
"Halal Cart, LLC",MARKET ST: FREMONT ST \ FRONT ST to 01ST ST \ BUSH ST (401 - 499) -- SOUTH --,455 MARKET ST,,Gyros: Kebabs: soft drinks: and water,37.79094704,-122.3986336,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00016&ExportPDF=1&Filename=22MFF-00016_schedule.pdf,"(37.79094704192342, -122.39863358940373)"
F & C Catering,MINNESOTA ST: 23RD ST to 24TH ST (1200 - 1299),1275 MINNESOTA ST,,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,37.75425171,-122.3893812,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00035&ExportPDF=1&Filename=21MFF-00035_schedule.pdf,"(37.754251708893726, -122.3893812288799)"
Eva's Catering,ORTEGA ST: 18TH AVE to 19TH AVE (1100 - 1199),1900 19TH AVE,,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.75212416,-122.4758723,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00155&ExportPDF=1&Filename=21MFF-00155_schedule.pdf,"(37.75212416311866, -122.47587232222202)"
Brazuca Grill,MARIPOSA ST: TENNESSEE ST to 04TH ST \ MINNESOTA ST (600 - 699),601 MARIPOSA ST,,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.76405209,-122.3901444,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00154&ExportPDF=1&Filename=21MFF-00154_schedule.pdf,"(37.764052089924235, -122.39014439398791)"
Brazuca Grill,23RD ST: START: 100-699 BLOCK to ILLINOIS ST (100 - 699),601 23RD ST,,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.75503073,-122.3845307,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00154&ExportPDF=1&Filename=21MFF-00154_schedule.pdf,"(37.755030726766726, -122.38453073422282)"
Brazuca Grill,INDIANA ST: 26TH ST to CESAR CHAVEZ ST (1500 - 1599),1575 INDIANA ST,,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.75084961,-122.3900276,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00154&ExportPDF=1&Filename=21MFF-00154_schedule.pdf,"(37.75084960681246, -122.3900276155014)"
Eva's Catering,INGALLS ST: CARROLL AVE to DONNER AVE (2600 - 2699),2600 INGALLS ST,,Corndogs: fried burrito: rice placet: soda: water: sandwiches: soup: noodle plates,37.72262922,-122.3900618,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00156&ExportPDF=1&Filename=21MFF-00156_schedule.pdf,"(37.722629217598346, -122.39006184632663)"
San Pancho's Tacos,BAY SHORE BLVD: CORTLAND AVE to WATERLOO ST (491 - 499) -- EAST --,491 BAY SHORE BLVD,,Tacos: Burritos: Quesadillas: Tortas: Nachos: Hot Dogs:Soda: Water: Fruit Drinks,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00044&ExportPDF=1&Filename=21MFF-00044_schedule.pdf,"(0.0, 0.0)"
Brazuca Grill,03RD ST: MARIN ST to ARTHUR AVE \ CARGO WAY (3201 - 3399) -- EAST --,3305 03RD ST,,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.74383117,-122.3777974,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00154&ExportPDF=1&Filename=21MFF-00154_schedule.pdf,"(37.74383117213268, -122.37779736896212)"
Eva's Catering,EVANS AVE: NAPOLEON ST \ TOLAND ST to MARIN ST (2000 - 2099),2045 EVANS AVE,,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.74777209,-122.3970317,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00155&ExportPDF=1&Filename=21MFF-00155_schedule.pdf,"(37.747772091607466, -122.39703171897757)"
F & C Catering,03RD ST: 24TH ST to 25TH ST (2800 - 2898) -- WEST --,2800 03RD ST,,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,37.75371742,-122.388359,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00035&ExportPDF=1&Filename=21MFF-00035_schedule.pdf,"(37.753717416902134, -122.38835902104361)"
FRUITYMANIA,MARKET ST: 04TH ST \ ELLIS ST \ STOCKTON ST to POWELL ST (800 - 890) -- NORTH --,870 MARKET ST,,Fruit Salads: Fruit Drinks: Can Soda: Water,37.78511092,-122.4074227,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00011&ExportPDF=1&Filename=22MFF-00011_schedule.pdf,"(37.78511092044776, -122.40742266827704)"
"Chairman SF, LLC",CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),400 CALIFORNIA ST,,Baos: bowls & drinks,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00153&ExportPDF=1&Filename=21MFF-00153_schedule.pdf,"(0.0, 0.0)"
Brazuca Grill,PENNSYLVANIA AVE: I-280 S OFF RAMP to 25TH ST (1050 - 1099),1082 PENNSYLVANIA AVE,,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.75336083,-122.3930459,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00154&ExportPDF=1&Filename=21MFF-00154_schedule.pdf,"(37.75336082945507, -122.39304592079775)"
"Chairman SF, LLC",MISSION ST: ECKER ST to SHAW ALY (521 - 548),536 MISSION ST,,Baos: bowls & drinks,37.78924891,-122.398893,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00153&ExportPDF=1&Filename=21MFF-00153_schedule.pdf,"(37.78924890841371, -122.39889295934644)"
Flavors of Africa,HOWARD ST: FREMONT ST to 01ST ST (400 - 499),405 HOWARD ST,,Meat and vegi rice bowls: meat and vegi salad bowls: meat and vegi wraps: drinks and juices.,37.78853001,-122.3951443,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00017&ExportPDF=1&Filename=22MFF-00017_schedule.pdf,"(37.788530010632506, -122.39514429387364)"
Cochinita,TOWNSEND ST: LUSK ST to 04TH ST (252 - 299),290 TOWNSEND ST,,Mexican Food: Yucatan Food: Street Food,37.77775522,-122.3948078,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00021&ExportPDF=1&Filename=22MFF-00021_schedule.pdf,"(37.77775521656862, -122.394807823179)"
Faith Sandwich,MISSION ST: SHAW ALY to ANTHONY ST (543 - 586),560 MISSION ST,,BBQ PORK SANDWICHGRILL CHICKEN SANDWICHSHIRMP SPRING ROLLSBBQ PORK OVER RICEGRILL CHICKEN OVER RICEBBQ PORK VERMICELLIGRILL CHICKEN VERMICELLIBBQ PORK GARLIC NOODLEGRILL CHICKEN GARLIC NOODLENEW ITEMS:MASALA DOSAPANNER DOSACHICKEN CURRY & RICECHICKEN STEWRICE OR DOSAADD CHEESEADD GHEE,37.78886472,-122.3993594,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=22MFF-00014&ExportPDF=1&Filename=22MFF-00014_schedule.pdf,"(37.78886471534304, -122.39935935136297)"
Eva's Catering,05TH ST: WELSH ST to BRANNAN ST (530 - 599),530 05TH ST,,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,37.77687639,-122.4002596,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00155&ExportPDF=1&Filename=21MFF-00155_schedule.pdf,"(37.77687638877653, -122.40025957520209)"
Munch A Bunch,FULTON ST: FRANKLIN ST to GOUGH ST (300 - 399),365 FULTON ST,,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,37.7784936,-122.4229547,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0197&ExportPDF=1&Filename=17MFF-0197_schedule.pdf,"(37.77849359718518, -122.42295474739645)"
CC Acquisition LLC,MARKET ST: 01ST ST \ BUSH ST to 02ND ST (501 - 599) -- SOUTH --,525 MARKET ST,,Chai Tea,37.79040672,-122.3992759,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0034&ExportPDF=1&Filename=18MFF-0034_schedule.pdf,"(37.790406719940485, -122.39927588608576)"
May Catering,MARIPOSA ST: 04TH ST \ MINNESOTA ST to INDIANA ST (700 - 799),777 MARIPOSA ST,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.76381128,-122.3912654,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(37.76381127729062, -122.3912653505994)"
Singh Brothers Ice Cream,HARBOR RD: NORTHRIDGE RD to INGALLS ST (1 - 299),297 HARBOR RD,,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.73343881,-122.3804675,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,"(37.73343881164075, -122.38046754951797)"
John's Catering #5,HARRISON ST: FREMONT ST \ I-80 W OFF RAMP to 01ST ST \ I-80 E ON RAMP (400 - 499),401 HARRISON ST,,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),37.78606252,-122.3921765,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,"(37.78606252109722, -122.39217646394879)"
"SOHOMEI, LLC",MISSION ST: 07TH ST to ANGELOS ALY \ JULIA ST (1100 - 1165),1118 MISSION ST,,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,37.77915721,-122.4116154,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,"(37.77915720534109, -122.41161543051868)"
John's Catering #5,11TH ST: KISSLING ST to BURNS PL (236 - 276),251 11TH ST,,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),37.77249678,-122.4142098,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,"(37.77249677780673, -122.41420984516701)"
"SOHOMEI, LLC",CLAY ST: BATTERY ST to SANSOME ST (400 - 499),432 CLAY ST,,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,37.79510556,-122.4008766,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,"(37.795105560981405, -122.40087663372626)"
Singh Brothers Ice Cream,BANCROFT AVE: JENNINGS ST to KEITH ST (1500 - 1599),1562 BANCROFT AVE,,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.7254507,-122.3919916,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,"(37.725450702172296, -122.39199164141809)"
SPUNBYSS,02ND ST: TEHAMA ST to CLEMENTINA ST (224 - 273),240 02ND ST,,American classic slider:  fried chicken slider: fried chicken skin: wedge cut fries: regular cut fries: handcrafted sodas: spring salad,37.78594032,-122.3977999,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0021&ExportPDF=1&Filename=18MFF-0021_schedule.pdf,"(37.78594032017338, -122.39779993385848)"
Singh Brothers Ice Cream,KISKA RD: DORMITORY RD \ KIRKWOOD AVE to REARDON RD (141 - 199),195 KISKA RD,,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.72943829,-122.3766578,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,"(37.72943828845401, -122.37665780072307)"
Tacos El Primo,QUINT ST: DAVIDSON AVE to EVANS AVE (300 - 399),1700 EVANS AVE,,Mexican food: tacos: burritos: tortas: various meat and chicken and fish plate: chile relleno plate: fish plate: bread: flan: rice pudding: bread: fruit juice: vegetable juice: coffee: tea,37.74488929,-122.390972,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0006&ExportPDF=1&Filename=18MFF-0006_schedule.pdf,"(37.744889286143, -122.39097197693538)"
Singh Brothers Ice Cream,QUESADA AVE: CRISP RD to HAWES ST (1170 - 1199),1191 QUESADA AVE,,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.72774449,-122.3821074,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,"(37.72774449070106, -122.38210737524216)"
"SOHOMEI, LLC",THOMAS MORE WAY: BROTHERHOOD WAY \ CHUMASERO DR to SAN FRANCISCO GOLF CLUB RD (1 - 99),1 THOMAS MORE WAY,,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,37.71000333,-122.4714119,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,"(37.710003334289446, -122.47141191312888)"
John's Catering #5,REDWOOD ST: POLK ST to VAN NESS AVE (100 - 199),180 REDWOOD ST,,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),37.78083158,-122.4199429,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,"(37.78083157691187, -122.41994286468194)"
Singh Brothers Ice Cream,GRIFFITH ST: INGERSON AVE to JAMESTOWN AVE (2900 - 2999),2900 GRIFFITH ST,,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.71699129,-122.3895991,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,"(37.71699129032396, -122.38959908416973)"
"SOHOMEI, LLC",PINE ST: POLK ST to VAN NESS AVE (1500 - 1599),1540 PINE ST,,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,37.78982692,-122.4211263,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0028&ExportPDF=1&Filename=18MFF-0028_schedule.pdf,"(37.78982691876333, -122.42112628905566)"
Munch India,CALIFORNIA ST: SANSOME ST to LEIDESDORFF ST (400 - 448),400 CALIFORNIA ST,,Daily rotating menus consisting of various local & organic vegetable: poultry: meat: seafood : rice & bread dishes.,37.79330428,-122.401459,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0088&ExportPDF=1&Filename=18MFF-0088_schedule.pdf,"(37.79330427556103, -122.4014589984134)"
Singh Brothers Ice Cream,HOLLISTER AVE: HAWES ST to INGALLS ST (1000 - 1099),1000 HOLLISTER AVE,,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.71893982,-122.3905179,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,"(37.718939819095944, -122.39051787206593)"
John's Catering #5,NATOMA ST: FREMONT ST to 01ST ST (1 - 19),400 HOWARD ST,,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),37.78911921,-122.395881,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,"(37.78911920766765, -122.39588103933524)"
Singh Brothers Ice Cream,INGERSON AVE: JENNINGS ST to 03RD ST (1100 - 1199),1173 INGERSON AVE,,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.72044936,-122.395915,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,"(37.72044936265937, -122.39591501423702)"
John's Catering #5,MASONIC AVE: EWING TER to TURK BLVD (200 - 298) -- EAST --,270 MASONIC AVE,,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),37.77891859,-122.4467488,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,"(37.778918589893365, -122.44674879681519)"
Tacos El Primo,JENNINGS ST: WALLACE AVE to YOSEMITE AVE (2200 - 2299),1495 WALLACE AVE,,Mexican food: tacos: burritos: tortas: various meat and chicken and fish plate: chile relleno plate: fish plate: bread: flan: rice pudding: bread: fruit juice: vegetable juice: coffee: tea,37.7259305,-122.3892156,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0006&ExportPDF=1&Filename=18MFF-0006_schedule.pdf,"(37.72593049503994, -122.38921555942115)"
The Huge Hotdog Concession,POLK ST: BUSH ST to AUSTIN ST \ FRANK NORRIS ST (1300 - 1329),1300 POLK ST,,Hotdogs: chips: soda: nuts: crackers,37.78887712,-122.420091,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0139&ExportPDF=1&Filename=17MFF-0139_schedule.pdf,"(37.788877117266644, -122.42009102003807)"
Julie's Hot Dogs,MISSION ST: 14TH ST to 15TH ST (1800 - 1899),1850 MISSION ST,,Hot dogs: bacon wrap hot dogs: chicken burgers: energy drinks: water & various drinks,37.76735502,-122.4205179,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0196&ExportPDF=1&Filename=17MFF-0196_schedule.pdf,"(37.76735502136977, -122.42051791382852)"
May Catering,EVANS AVE: HUNTERS POINT BLVD to JENNINGS ST \ MIDDLE POINT RD (1031 - 1099),1059 EVANS AVE,,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,37.73657218,-122.3782097,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0110&ExportPDF=1&Filename=17MFF-0110_schedule.pdf,"(37.7365721824187, -122.37820966720166)"
Singh Brothers Ice Cream,DONNER AVE: INGALLS ST to JENNINGS ST (1400 - 1499),1475 DONNER AVE,,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,37.72279369,-122.3917197,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0182&ExportPDF=1&Filename=17MFF-0182_schedule.pdf,"(37.72279368875932, -122.39171966647248)"
John's Catering #5,MARIPOSA ST: HAMPSHIRE ST to YORK ST (2500 - 2599),2500 MARIPOSA ST,,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),37.76372721,-122.4093341,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=18MFF-0045&ExportPDF=1&Filename=18MFF-0045_schedule.pdf,"(37.76372721363287, -122.40933414878978)"
Brazuca Grill,03RD ST: MARIPOSA ST to 18TH ST (2000 - 2098) -- WEST --,2030 03RD ST,,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,37.7636598,-122.3891339,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=21MFF-00154&ExportPDF=1&Filename=21MFF-00154_schedule.pdf,"(37.7636598013494, -122.38913385740454)"
